full_text,Keyword,Predicted,Predicted Label,ID
semoga aturan ini juga menginspirasi lembaga lain untuk meningkatkan akuntabilitas dan efisiensi pengelolaan anggaran negara indonesiaberbenah wargajagawarga resetindonesia,ResetIndonesia,2,Positive,773
ini adalah bentuk tanggung jawab lembaga legislatif terhadap publik memastikan anggaran dipakai dengan tepat untuk yang benarbenar aktif indonesiaberbenah wargajagawarga resetindonesia,ResetIndonesia,1,Neutral,774
keputusan tegas ini menunjukkan dpr serius dalam menjaga akuntabilitas anggota yang aktif bekerja semoga jadi contoh transparansi dan tanggung jawab indonesiaberbenah wargajagawarga resetindonesia,ResetIndonesia,2,Positive,775
terimakasih bapak dan ibuprofen untuk niat baiknya melaksanakan tuntutan sesuai batas waktu teruntuk bapak dan bapak amplifier ibuprofen bagaimana apakah ini tanda kamu tidak menganggap rakyat resetindonesia,ResetIndonesia,0,Negative,777
hati hati sama someone who uses other people to gain an advantage ini dia seorang pecandu yang disewa oleh oknum pemerintah untuk fitnah seorang influncer yang sedang berjuang untuk dia juga salahsatu orang yang mendukung kerusuhan supaya darurat militer dilakukan tentu saja arahan dari oknum yang bayar dia ini resetindonesia,ResetIndonesia,0,Negative,778
sengaja dimenangin biar euforia gede terus lupa sama resetindonesia,ResetIndonesia,0,Negative,779
suka sih mereka paralytic tikus pemerint resetindonesia,ResetIndonesia,2,Positive,780
ikutan resetindonesia juga kah broo,ResetIndonesia,1,Neutral,781
hope orang tidak get easily forget semua sebuah demands itu kita made today masih banyak yang belum tercapai baik yang ada di poin atau di luar itu hey you kawal terus resetindonesia,ResetIndonesia,2,Positive,782
benci sangat cetakan kartu keluarga zaman sekarang apaan itu dokumen resmi kertasnya tidak lebih tebal dari kertas skripsian aku persis kertas gorengan sampai tidak percaya awalnya kalau ini kartu keluarga asli resetindonesia,ResetIndonesia,0,Negative,783
inpoin dpr hari ini aku sudah sorry if already posted maki maki resetindonesia tuntutanrakyat,ResetIndonesia,0,Negative,784
benar benar sudah hilang akal resetindonesia,ResetIndonesia,0,Negative,785
hasil sidang dpr tuntutan nya menurut ku masih banyak yang kurang bagaimana teman resetindonesia tapi mereka masih mau address this issue itu saja sudah kasih sedikit harapan lho tidak menyerah,ResetIndonesia,2,Positive,786
dpr sudah merespon tuntutan rakyat dpr melakukan moratorium kunjungan kerja luar negeri kecuali undangan negara resetindonesia indonesiaberbenah wargajagawarga,ResetIndonesia,1,Neutral,787
veteran di tiongkok versus di konoha resetindonesia pestapora2025,ResetIndonesia,1,Neutral,788
ini ceritanya hasil kematian orang dan penculikan puluhan orang itu lihat kursi mewah kalian resetindonesia,ResetIndonesia,0,Negative,789
anjing aku buka hastah resetindonesia apa seperti bujer semua isinya,ResetIndonesia,0,Negative,790
mari terus dukung dpr dalam menjalankan amanah rakyat dengan baik agar setiap keputusan memberi manfaat nyata bagi kemajuan bangsa indonesia indonesiaberbenah wargajagawarga resetindonesia,ResetIndonesia,2,Positive,791
perubahan positif ini harus jadi momentum kita semua untuk terus mengawal pemerintahan yang bersih dan berorientasi pada kepentingan rakyat indonesiaberbenah wargajagawarga resetindonesia,ResetIndonesia,2,Positive,792
dengan langkah ini kita berharap dpr makin berbenah membawa indonesia ke arah yang lebih transparan dan berintegritas indonesiaberbenah wargajagawarga resetindonesia,ResetIndonesia,2,Positive,793
ini adalah bukti bahwa suara rakyat penting dan dapat membawa perubahan mari terus dorong dpr untuk lebih memperhatikan kepentingan masyarakat indonesiaberbenah wargajagawarga resetindonesia,ResetIndonesia,2,Positive,794
mari kita kawal bersama keputusan positif ini agar dampaknya benarbenar dirasakan oleh seluruh rakyat indonesia dengan perubahan berkelanjutan indonesiaberbenah wargajagawarga resetindonesia,ResetIndonesia,2,Positive,795
semoga langkah ini memotivasi lembaga lain untuk berbenah demi indonesia yang lebih bersih transparan dan akuntabel indonesiaberbenah wargajagawarga resetindonesia,ResetIndonesia,2,Positive,796
selamat dpr atas keputusan ini semoga menjadi momentum besar untuk perbaikan goodbye kelola dan pelayanan kepada masyarakat luas indonesiaberbenah wargajagawarga resetindonesia,ResetIndonesia,2,Positive,797
kabar baik ini harus terus dijaga agar seluruh aspirasi rakyat tidak hanya didengar tapi juga diwujudkan dalam tindakan nyata indonesiaberbenah wargajagawarga resetindonesia,ResetIndonesia,2,Positive,798
tunjangan dihentikan fokus pada kerja nyata semoga ke depan dpr semakin transparan dan memperjuangkan kepentingan rakyat indonesia indonesiaberbenah wargajagawarga resetindonesia,ResetIndonesia,2,Positive,799
terima kasih kepada dpr yang telah mendengarkan suara rakyat semoga semakin banyak langkah perubahan positif menyambut masa depan indonesiaberbenah wargajagawarga resetindonesia,ResetIndonesia,2,Positive,800
semoga penghentian tunjangan ini menjadi contoh nyata transparansi dan akuntabilitas lembaga legislatif di mata rakyat indonesia indonesiaberbenah wargajagawarga resetindonesia,ResetIndonesia,2,Positive,801
perubahan kecil tapi berarti untuk kepercayaan publik mari dukung terus langkah positif dpr demi indonesia yang lebih baik indonesiaberbenah wargajagawarga resetindonesia,ResetIndonesia,2,Positive,802
aspirasi rakyat akhirnya didengar terima kasih dpr semoga penghematan ini bisa dialokasikan untuk kepentingan masyarakat luas indonesiaberbenah wargajagawarga resetindonesia,ResetIndonesia,2,Positive,803
langkah dpr hentikan tunjangan perumahan anggota sangat positif semoga ini jadi awal perubahan besar untuk kemajuan bangsa kita indonesiaberbenah wargajagawarga resetindonesia,ResetIndonesia,2,Positive,804
sore ini konferensi pers dpr menunjukkan adanya upaya memenuhi tuntutan rakyat pemotongan tunjangan listrik hingga transportasi bahkan penghapusan gaji buat anggota yang sudah nonaktif resetindonesia indonesiaberbenah wargajagawarga,ResetIndonesia,1,Neutral,805
aku termasuk barisan yang preorder polisipembunuh resetindonesia,ResetIndonesia,1,Neutral,806
apa yang diarepin dari rapat kurang dari hari kagak mau tahu pokoknya isu ini harus tetap dibahas sampai tuntas kita kawal tuntutan dan tetap pantau jangan sampai putusanputusan yang sudah dicabut ini malah diterbitin lagi resetindonesia,ResetIndonesia,0,Negative,807
kalau kelihatan komen dongo cek followingnya you teman kemungkinan besar termul langsung mute mari isolasi termul bareng polisipembunuh resetindonesia,ResetIndonesia,0,Negative,808
muka beler yang hanya bisa dipunyai pecandu narkoba orang begadang tiap hari tidak akan punya muka sebeler itu polisipembunuh resetindonesia,ResetIndonesia,0,Negative,809
anjing minjam nama time of month lembong tidak tahu diri sangat polisipembunuh resetindonesia sudah menghancurkan pendidikan indonesia dengan kurikulum tidak jelasnya juga,ResetIndonesia,0,Negative,810
simak aneka perjuangan kemanusiaan dan keadilan sosial di kaleidoskopnirkekerasan agustus simak pula kaleidoskop bulanbulan sebelumnya melalui instagram tautan berita dapat diakses melalui resetindonesia,ResetIndonesia,1,Neutral,811
tuntutan nya termasuk yang spesifik di sampaikan ke dpr kalau untuk institusi lain seperti nya belum apalagi yang tahun resetindonesia,ResetIndonesia,0,Negative,813
ini sudah aku rangkum tuntutan nya bagaimana teman resetindonesia,ResetIndonesia,1,Neutral,814
anjing ada aparat yang foto di pholing dia bete sama frame resetindonesia tidak you,ResetIndonesia,0,Negative,815
ingat hanya fiksi walaupun pembahasan cukup sensitif karena sedang apa yang terjadi resetindonesia hanya sedikit edukasi dan mengenalkan dari isi a lot of animal farm karya george orwell edisi 75th anniversary foto a lot of dari pinterest karena aku baca dari perpus,ResetIndonesia,1,Neutral,816
kita jengah dengarkan banyak alasan kita bosan dengarkan cerita ternyata tidak pernah ada bukti yang langsung terasa dan nyata untuk kita kita muah semua melihat akibatnya ternyata tetap menjadi upeti di sanasini korupsi menggila lagi jengah pasband resetindonesia,ResetIndonesia,0,Negative,817
tetap anggota dpr ri nonaktif tidak akan dapat gaji dan tunjangan kawal terus resetindonesia indonesiaberbenah wargajagawarga,ResetIndonesia,1,Neutral,819
wakil rakyat pelayan rakyat resetindonesia,ResetIndonesia,1,Neutral,820
mari kita mulai resetindonesia,ResetIndonesia,1,Neutral,821
wah mantap sangat ini dpr berhenti tunjangan perumahan anggota mulai agustus akhirnya aspirasi kita didengar terima kasih banyak semua semoga makin banyak perubahan positif ke depan indonesiaberbenah wargajagawarga resetindonesia,ResetIndonesia,2,Positive,822
istilah pemerintah ganti jadi pengurus istilah pejabat ganti jadi pelayan selama partai partai yang ada sekarang masih bisa menguasai sistem politik negara hanya jalan di tempat saja ini bangsa resetindonesia,ResetIndonesia,0,Negative,824
tugasnya di kumpulkan you resetindonesia,ResetIndonesia,1,Neutral,825
bahkan kalau dikuranginnya hanya pun uang segitu bisa menghidupi banyak sekali keluarga disono you anjing hapuskan tunjangannya bukan dikurang resetindonesia,ResetIndonesia,0,Negative,826
anjing goblok kamu benaran sudah diputuskan dipecat malah ditarik hanya demosi tahun kontol kontol polisipembunuh resetindonesia semoga kalian semua parcok idf cepat di azab di dunia,ResetIndonesia,0,Negative,827
panjang umur perjuangan polisipembunuh resetindonesia,ResetIndonesia,2,Positive,828
atas atas atas segerakan tuntutan rakyat resetindonesia,ResetIndonesia,1,Neutral,829
anjing ada ajalah gila ini orang visioner kali polisipembunuhrakyat resetindonesia,ResetIndonesia,0,Negative,830
tidak perlu diskusi sama mereka benaran kelihatan komen bodoh langsung cek akun kalau benaran termul langsung mute mereka terlihat karena ngebait jadi banyak yang interaksi hasil top komentar sudah polisipembunuhrakyat resetindonesia,ResetIndonesia,0,Negative,831
bersikap netral terhadap kejahatan adalah keberpihakan terhadap kejahatan resetindonesia bravepink,ResetIndonesia,1,Neutral,832
sesama uang sedikit also known as horizontal dilarang saling menyengsarakan satu sama lain lah itu satpam soksokan sangat polisipembunuhrakyat resetindonesia,ResetIndonesia,0,Negative,833
ada atau tidak ada kantornya sama saja the other half samasama tidak kerja polisipembunuh resetindonesia,ResetIndonesia,0,Negative,834
dpr itu esensi dalam sistem demokrasi tapi dpr yang sekarang memang layak bubar resetindonesia,ResetIndonesia,0,Negative,835
terimakasih sudah mengadakan ganya kakak unknown person amplifier kakak sire semoga negara kita segera membaik keadaannya rakyat indonesia bisa hidup aman tentram damai sentosa dan pemerintah mendengarkan aspirasi rakyat resetindonesia,ResetIndonesia,2,Positive,836
ahay tuhan you tuhan namamu diagungkan hanya untuk elektoral saja resetindonesia,ResetIndonesia,0,Negative,837
hari ini main pakai baju hijau pink aku jarang sangat pakai warna beginian karena hari ini batas waktu resetindonesia,ResetIndonesia,1,Neutral,838
hanya begitu doang jir benar memang bukan win ini bahkan just untuk small win kami tidak puas resetindonesia indonesiagelap,ResetIndonesia,0,Negative,839
kami tidak puas resetindonesia,ResetIndonesia,0,Negative,840
kalau membela kehidupan dianggap kejahatan keadilan macam apa yang kita punya indonesiaberbenah resetindonesia hamdanlingkungan putusangugatanmk,ResetIndonesia,0,Negative,842
hasil putusan mm ok pada agustus bisa menjadi awal bagi paralytic pembela hugs and kisses rakyat untuk mendorong pentingnya perlindungan hukum bagi pembela hugs and kisses sosiallingkungan indonesiaberbenah resetindonesia hamdanlingkungan putusangugatanmk,ResetIndonesia,1,Neutral,843
jumat september batas waktu tuntutan rakyat resetindonesia,ResetIndonesia,1,Neutral,844
sehari ini libur isinya tidur doang terus bangunbangun aku semangat sangat seperti sorry if already posted menghancurkan alam semesta resetindonesia,ResetIndonesia,0,Negative,845
aksi keempat sebagai anak sama yang kata orang tua belum mengerti apaapa dan tidak usah soksokan berpolitik watch your mouth orang tua resetindonesia hidupperempuanyangmelawan,ResetIndonesia,0,Negative,846
hasil pengeluaran king kong 4d sore hari ini jumat result selamat kepada pemenang siapwd resetindonesia bbcprovokator pondphuwinfancon,ResetIndonesia,1,Neutral,847
gratis pp boneka ini ku buat sebagai bentuk suara ku wargajagawarga resetindonesia,ResetIndonesia,1,Neutral,848
anyways i am juga hoping itu this country akan be better soon karena tidak ada yang bisa mengalahkan artis kesayangan ngonser di negara kita sendiri mau you phantasy tour tapi bareng sebong resetindonesia,ResetIndonesia,2,Positive,849
surabaya resetindonesia arekgerak,ResetIndonesia,1,Neutral,850
tikustikus tidak kenal kenyang rakusrakus bukan kepalang otak tikus memang bukan otak udang kucing datang tikus menghilang resetindonesia artistbersuara,ResetIndonesia,0,Negative,851
tidak semua postingan rame itu fakta ingat buzzer di indonesia sudah seperti industri dan ada penelitiannya jangan sampai kamu dan keluarga jadi korban suka amplifier bagi doang 17plus8 tuntutanrakyat resetindonesia demo dpr aspirasirakyat buzzer politik,ResetIndonesia,0,Negative,852
melawan rezim korup amplifier represifitas aparat dengan raga yang kuat kecantikan paripurna dan alright ok lucu bingbing conquer wargajagawarga resetindonesia,ResetIndonesia,2,Positive,853
turut berduka caught in the act atas matinya demokrasi indonesiagelap resetindonesia prayforindonesia timakaci untuk ganya kakak semoga indonesia bisa cepat pulih anw mau hyacine,ResetIndonesia,2,Positive,854
tapi besokannya aku menangis pas beol you bagaimana baru izin jump di baru lulus ingin mencari kerja biar duitnya bisa aku hamburin what ditinggal mana sampai sekarang belum dapat kerja lagi mana juta lapangan kerja itu resetindonesia,ResetIndonesia,0,Negative,855
polisipembunuhrakyat resetindonesia astaghfirullah,ResetIndonesia,0,Negative,856
pdi adalah partai demokrasi indonesia lalu kemudian hadir dengan tambahan perjuangan menjadi pdi perjuangan jadi partai ini seharusnya adalah partai yang paling memperjuangkan demokrasi di indonesia resetindonesia,ResetIndonesia,1,Neutral,857
ibtida ibtida arab memiliki dua makna utama yaitu memulai membaca alquran dari awal misalnya saat memulai membaca surat atau memulai kembali bacaan setelah melakukan waqaf berhenti sejenak resetindonesia,ResetIndonesia,1,Neutral,858
filsafat adalah studi tentang masalahmasalah umum amplifier mendasar seperti yang berkaitan dengan realitas eksistensi pengetahuan nilainilai akal budi pikiran amplifier bahasa breaking resetindonesia history musik alright,ResetIndonesia,1,Neutral,859
ini semua salah pemerintah resetindonesia,ResetIndonesia,0,Negative,860
sudah bisa dipesan resetindonesia karya,ResetIndonesia,1,Neutral,861
selamat sore bapak presiden dan wakil presiden peace sejahtera sudah sore sebentar lagi matahari akan terbenam paralytic pendemo saja dituntut untuk selesai demo just a minute ini bagaimana dengan amanah dari rakyatnya resetindonesia,ResetIndonesia,0,Negative,862
sama seperti pemerintah dan aparat di semua level resetindonesia wargajagawarga rakyatbanturakyat,ResetIndonesia,1,Neutral,863
tinggal something or someone good yang turun hari ini resetindonesia,ResetIndonesia,1,Neutral,864
