row_index,text,entity,role,ID
2415,aria bima peristiwa bahan refleksi mendalam lembaga dpr ri pdiperjuangan pdip dpr gesuri,aria bima,PER,2746
2416,anggota komisi dpr ri nasir djamil mengaku sorry if already posted menindaklanjuti usulan badan legislasi baleg dpr ri memproses pembahasan rancangan undangundang ruu perampasan aset klik baca ruuperampasanaset dpr,nasir djamil,PER,2747
2417,tokoh gerakan nurani bangsa gnb istri almarhum presiden keempat ri abdurrahman wahid gus sinta nuriyah mengajak masyarakat menyerah menghadapi kondisi bangsa klik baca dpr demo,abdurrahman wahid,PER,2748
2417,tokoh gerakan nurani bangsa gnb istri almarhum presiden keempat ri abdurrahman wahid gus sinta nuriyah mengajak masyarakat menyerah menghadapi kondisi bangsa klik baca dpr demo,gus sinta nuriyah,PER,2748
2418,amarah peringatan keras koreksi dewan rakyat menuntut perubahan pergantian wajah anggota komisi dpr ri benny harman klik baca dpr rakyat,benny harman,PER,2749
2419,ketua badan legislasi dpr ri bob hasan menyebut menargetkan ruu perampasan aset selesai dibahas baca dpr ruuperampasanaset,bob hasan,PER,2750
2420,menteri hukum menkum supratman andi agtas pemerintah menyetujui usulan dpr ri menjadikan rancangan undangundang ruu perampasan aset inisiatif parlemen perampasanaset dpr,supratman andi agtas,PER,2751
2421,badan eksekutif mahasiswa bem universitas indonesia menggelar demonstrasi gedung dpr ri berangkat bus membawa banner cool person semprot bertulisan rakyat tagih janji melawan penindasan demo dpr bemui,badan eksekutif mahasiswa bem universitas indonesia,ORG,2752
2422,badan eksekutif mahasiswa bem universitas indonesia menggelar demonstrasi gedung dpr ri berangkat bus membawa banner cool person semprot bertulisan rakyat tagih janji melawan penindasan demo dpr bemui senusantara,badan eksekutif mahasiswa bem universitas indonesia,ORG,2753
2425,parlemen desak menteri atr naikkan pajak keluarga penguasa tanah bersertifikat ri keuntungan rakyat dpr menteriatr atr nusronwahid uangkartal penguasatanah,atr,PER,2756
2425,parlemen desak menteri atr naikkan pajak keluarga penguasa tanah bersertifikat ri keuntungan rakyat dpr menteriatr atr nusronwahid uangkartal penguasatanah,nusronwahid,PER,2756
2426,bem user interface menggelar demo september bertajuk rakyattagihjanji gerbang gedung dprmpr ri senayan jakarta pusat selasa wib baca demo dpr,bem user interface,ORG,2757
2430,rieke diah pitaloka artis politisi duduk anggota dpr ri membongkar kinerja uya kuya anggota dewan baca selengkapnya riekediah uyakuya dpr,rieke diah pitaloka,PER,2761
2430,rieke diah pitaloka artis politisi duduk anggota dpr ri membongkar kinerja uya kuya anggota dewan baca selengkapnya riekediah uyakuya dpr,uya kuya,PER,2761
2430,rieke diah pitaloka artis politisi duduk anggota dpr ri membongkar kinerja uya kuya anggota dewan baca selengkapnya riekediah uyakuya dpr,riekediah uyakuya,PER,2761
2431,dpr ri menindaklanjuti serius tuntutan publik terkait tuntutan rakyat mengambil langkah konkret selengkapnya dpr sufmidasco tuntutan178,sufmidasco,PER,2762
2432,anggota komisi dpr ri sudjatmiko desak pemerintah lanjutkan program rumah susun pesantren menilai alokasi rapbn kebutuhan santri mendesak dpr pesantren rusun sudjatmiko,sudjatmiko,PER,2763
2432,anggota komisi dpr ri sudjatmiko desak pemerintah lanjutkan program rumah susun pesantren menilai alokasi rapbn kebutuhan santri mendesak dpr pesantren rusun sudjatmiko,sudjatmiko,PER,2763
2433,desember pindahkan any second now i know not menunggu kemubaziran alqur mubazir temannya setan ketua komisi ii dpr ri rifqinizamy karsayuda selengkapnya any second now dpr i know not,rifqinizamy karsayuda,PER,2764
2434,tindak terkait hugs and kisses politik masyarakat masuk oikn komisi ii dpr ri daerah pemilihan kalimantan timur edi oloan pasaribu selengkapnya i know not dpr kalimantantimur,edi oloan pasaribu,PER,2765
2436,rieke diah pitaloka akui perilaku amplifier ucapan anggota dpr ri menyakiti hati rakyat diperbaiki rieke berbincang denny sumargo podcast curhat kakak riekediahpitaloka dpr tuntutanrakyat,rieke diah pitaloka,PER,2767
2436,rieke diah pitaloka akui perilaku amplifier ucapan anggota dpr ri menyakiti hati rakyat diperbaiki rieke berbincang denny sumargo podcast curhat kakak riekediahpitaloka dpr tuntutanrakyat,rieke,PER,2767
2436,rieke diah pitaloka akui perilaku amplifier ucapan anggota dpr ri menyakiti hati rakyat diperbaiki rieke berbincang denny sumargo podcast curhat kakak riekediahpitaloka dpr tuntutanrakyat,denny sumargo,PER,2767
2436,rieke diah pitaloka akui perilaku amplifier ucapan anggota dpr ri menyakiti hati rakyat diperbaiki rieke berbincang denny sumargo podcast curhat kakak riekediahpitaloka dpr tuntutanrakyat,riekediahpitaloka,PER,2767
2438,keterangan resmi dprri dpr ri pastikan anggota dewan dinonaktifkan partai dapatkan gaji amplifier tunjangan penonaktifan koordinasi mahkamah kehormatan dewan mkd dpr anggotadpr politikindonesia tunjangan gajidpr sufmidascoahmad,sufmidascoahmad,PER,2769
2439,keliru ketua dpr ri wewenang memecat anggota dpr dpr darirakyatuntukrakyat wakilrakyat puanmaharani ketuadprri pdip pdiperjuangan genbanteng pecatdpr anggotadpr fraksi,puanmaharani,PER,2770
2444,dpr ri umumkan rincian gaji anggota hapus tunjangan perumahan total ambil rumah pay capai rp65 juta dprmintamaaf dprri dpr dprri2024 tunjanganperumahan bini cokestudioph hometown happyteachersday indonesiagelap,##mintamaaf,PER,2775
2445,niat dpr ri usulkan ppn turun persen dprri dpr dprbebannegara williamest begayepontianak,williamest begayepontianak,PER,2776
2446,pengamat politik hendri satrio merespons desakan pdip menonaktifkan deddy sitorus anggota dpr ri hensa terburuburu menghakimi pernyataan deddy dpr pdip deddysitorus,hendri satrio,PER,2777
2446,pengamat politik hendri satrio merespons desakan pdip menonaktifkan deddy sitorus anggota dpr ri hensa terburuburu menghakimi pernyataan deddy dpr pdip deddysitorus,deddy sitorus,PER,2777
2446,pengamat politik hendri satrio merespons desakan pdip menonaktifkan deddy sitorus anggota dpr ri hensa terburuburu menghakimi pernyataan deddy dpr pdip deddysitorus,hensa terburuburu,PER,2777
2446,pengamat politik hendri satrio merespons desakan pdip menonaktifkan deddy sitorus anggota dpr ri hensa terburuburu menghakimi pernyataan deddy dpr pdip deddysitorus,deddysitorus,PER,2777
2447,part dpr ri menanggapi tuntutan rakyat mengeluarkan enam poin keputusan hasil rapat konsultasi pimpinan dpr fraksifraksi pernyataan dibacakan wakil ketua dpr sufmi dasco ahmad gedung dpr jakarta jumat dpr,sufmi dasco ahmad,PER,2778
2448,dpr ri menanggapi tuntutan rakyat mengeluarkan enam poin keputusan hasil rapat konsultasi pimpinan dpr fraksifraksi pernyataan dibacakan wakil ketua dpr sufmi dasco ahmad gedung dpr jakarta jumat dpr,sufmi dasco ahmad,PER,2779
2449,dpr hentikan gaji anggota dinonaktifkan partai dasco anggota dpr ri dinonaktifkan partainya dibayarkan hakhak keuangannya ahmad sahroni nafa urbach nasdem eko patrio uya kuya personal area network adies kadir golkar dpr dasco transparansi,dasco,PER,2780
2449,dpr hentikan gaji anggota dinonaktifkan partai dasco anggota dpr ri dinonaktifkan partainya dibayarkan hakhak keuangannya ahmad sahroni nafa urbach nasdem eko patrio uya kuya personal area network adies kadir golkar dpr dasco transparansi,ahmad sahroni nafa urbach nasdem,PER,2780
2449,dpr hentikan gaji anggota dinonaktifkan partai dasco anggota dpr ri dinonaktifkan partainya dibayarkan hakhak keuangannya ahmad sahroni nafa urbach nasdem eko patrio uya kuya personal area network adies kadir golkar dpr dasco transparansi,eko patrio uya kuya,PER,2780
2449,dpr hentikan gaji anggota dinonaktifkan partai dasco anggota dpr ri dinonaktifkan partainya dibayarkan hakhak keuangannya ahmad sahroni nafa urbach nasdem eko patrio uya kuya personal area network adies kadir golkar dpr dasco transparansi,adies kadir,PER,2780
2449,dpr hentikan gaji anggota dinonaktifkan partai dasco anggota dpr ri dinonaktifkan partainya dibayarkan hakhak keuangannya ahmad sahroni nafa urbach nasdem eko patrio uya kuya personal area network adies kadir golkar dpr dasco transparansi,dasco,PER,2780
2451,rapat kerja komisi kiss dpr mendikdasmen abdul multi user texas instruments memaparkan rencana kerja anggaran rka kemendikdasmen wakil ketua komisi kiss dpr ri esti wijayati dpr menyetujui pagu anggaran kemendikdasmen rapbn trijayafm dpr,abdul multi user,PER,2782
2451,rapat kerja komisi kiss dpr mendikdasmen abdul multi user texas instruments memaparkan rencana kerja anggaran rka kemendikdasmen wakil ketua komisi kiss dpr ri esti wijayati dpr menyetujui pagu anggaran kemendikdasmen rapbn trijayafm dpr,esti wijayati,PER,2782
2451,rapat kerja komisi kiss dpr mendikdasmen abdul multi user texas instruments memaparkan rencana kerja anggaran rka kemendikdasmen wakil ketua komisi kiss dpr ri esti wijayati dpr menyetujui pagu anggaran kemendikdasmen rapbn trijayafm dpr,trijayafm,PER,2782
2454,aksi dpr ri mahasiswa remehkan tuntutanrakyat demo mahasiswa dpr unpad rakyat tuntutan jakarta harianterbitcom saksikan selengkapnya youtube tv terbit,harianterbitcom,ORG,2785
2455,bem stop it menggelar aksi tabur bungan gedung dpr ri jakarta pusat kamis aksi digelar mengenang korban aksi demo lilin mawar merah papan duka caught in the act dpr taburbungabem dpr,bem stop it,ORG,2786
2456,video dpr ri blakblakan alasan ruu perampasan aset mandek wakil ketua dpr ri saan mustopa alasan ruu perampasan aset dibahas parlemen dpr demo,saan mustopa,PER,2787
2458,bp disahkan jual beli sesuai aturan diatas tanah sengketa blokir bpnamp nama penjual phantasy tour mohon kasasi 3132kpdt2025 sesuai aturan dpr maaf resetindonesia berhenti mafia hukum,bp,PER,2789
2458,bp disahkan jual beli sesuai aturan diatas tanah sengketa blokir bpnamp nama penjual phantasy tour mohon kasasi 3132kpdt2025 sesuai aturan dpr maaf resetindonesia berhenti mafia hukum,phantasy tour,ORG,2789
2458,bp disahkan jual beli sesuai aturan diatas tanah sengketa blokir bpnamp nama penjual phantasy tour mohon kasasi 3132kpdt2025 sesuai aturan dpr maaf resetindonesia berhenti mafia hukum,resetindonesia,ORG,2789
2459,ketua dewan perwakilan rakyat dpr ri puan maharani perjalanan dpr negeri dibekukan kecuali konferensi kenegaraan klik baca puanmaharani dpr,puan maharani,PER,2790
2459,ketua dewan perwakilan rakyat dpr ri puan maharani perjalanan dpr negeri dibekukan kecuali konferensi kenegaraan klik baca puanmaharani dpr,puanmaharani,PER,2790
2460,puan pimpin reformasi ketua dpr ri ambil langkah pasca demo mahasiswa tunjangan perumahan dicabut kunker anggota amplifier komisi dimoratorium reformasi dpr pimpin langsung reformasidpr puanmaharani dpr,puan,PER,2791
2460,puan pimpin reformasi ketua dpr ri ambil langkah pasca demo mahasiswa tunjangan perumahan dicabut kunker anggota amplifier komisi dimoratorium reformasi dpr pimpin langsung reformasidpr puanmaharani dpr,puanmaharani,PER,2791
2461,daftar influencer datangi dpr ri tuntutan rakyat jangka pendek selesai besok influencer dpr andovidalopez jeromepolin tuntutanrakyat tuntutan178,andovidalopez jeromepolin,PER,2792
2462,masingmasing lembaga rapat gedung nusantara ii kompleks parlemen senayan jakarta pusat gubernur lemhannas ri wawancara awak media lemhannasri dpr bssn bakamla,bssn bakamla,PER,2793
2465,ketua komisi dpr ri lasarus kementerian pekerjaan mengalokasikan anggaran mempercepat pembangunan fasilitas rusak demo agustus baca thank you dpr demo,lasarus,PER,2796
2466,catatan refleksi indonesia tajuk selamatkan demokrasi debatkan supremasi sipil ketua bem user interface agus setiawan dikutip akun youtube dpr ri rabu baca thank you dpr bemui demo,agus setiawan,PER,2797
2467,sekjen dpr ri indra iskandar sekretariat jenderal menerima surat diteruskan pimpinan dpr ri baca dpr gaji tunjangan,indra iskandar,PER,2798
2468,dpr ri tindak lanjuti tuntutan lakukan reformasi dipimpin puan maharani thephraseid dpr dprri tuntutan178 sufmidasco puanmaharani,puan maharani thephraseid,PER,2799
2468,dpr ri tindak lanjuti tuntutan lakukan reformasi dipimpin puan maharani thephraseid dpr dprri tuntutan178 sufmidasco puanmaharani,sufmidasco puanmaharani,PER,2799
2470,partai nasdem menonaktifkan sahroni posisinya anggota dpr ri dpr menghentikan fasilitas diterimanya gaji tunjangan rusdimasse dpr pemerintah connectingideas kuatbacacom,sahroni,PER,2801
2471,ahmadsahroni sahroni dpr dprri komisi3dpr rusdimasse wakilketua rusdi masse resmi wakil ketua komisi dpr ri gantikan ahmad sahroni,ahmadsahroni sahroni,PER,2802
2471,ahmadsahroni sahroni dpr dprri komisi3dpr rusdimasse wakilketua rusdi masse resmi wakil ketua komisi dpr ri gantikan ahmad sahroni,rusdimasse,PER,2802
2471,ahmadsahroni sahroni dpr dprri komisi3dpr rusdimasse wakilketua rusdi masse resmi wakil ketua komisi dpr ri gantikan ahmad sahroni,rusdi masse,PER,2802
2471,ahmadsahroni sahroni dpr dprri komisi3dpr rusdimasse wakilketua rusdi masse resmi wakil ketua komisi dpr ri gantikan ahmad sahroni,ahmad sahroni,PER,2802
2472,dpr ri melantik rusdi masse mappassesu wakil ketua komisi dpr ri kamis baca dpr,rusdi masse mappassesu,PER,2803
2473,gantikan ahmad sahroni rusdi masse mappassesu resmidilantik wakil ketua komisi dpr ri ahmadsahroni sahroni dpr rusdimasse,ahmad sahroni,PER,2804
2473,gantikan ahmad sahroni rusdi masse mappassesu resmidilantik wakil ketua komisi dpr ri ahmadsahroni sahroni dpr rusdimasse,rusdi masse mappassesu,PER,2804
2473,gantikan ahmad sahroni rusdi masse mappassesu resmidilantik wakil ketua komisi dpr ri ahmadsahroni sahroni dpr rusdimasse,ahmadsahroni sahroni,PER,2804
2473,gantikan ahmad sahroni rusdi masse mappassesu resmidilantik wakil ketua komisi dpr ri ahmadsahroni sahroni dpr rusdimasse,rusdimasse,PER,2804
2474,bp disahkan jual beli sesuai aturan diatas tanah sengketa blokir bpn amplifier nama penjual phantasy tour mohon kasasi 3132kpdt2025 sesuai aturan dpr maaf darirakyatuntukrakyat stopmafiahukum,bp,PER,2805
2474,bp disahkan jual beli sesuai aturan diatas tanah sengketa blokir bpn amplifier nama penjual phantasy tour mohon kasasi 3132kpdt2025 sesuai aturan dpr maaf darirakyatuntukrakyat stopmafiahukum,phantasy tour,ORG,2805
2474,bp disahkan jual beli sesuai aturan diatas tanah sengketa blokir bpn amplifier nama penjual phantasy tour mohon kasasi 3132kpdt2025 sesuai aturan dpr maaf darirakyatuntukrakyat stopmafiahukum,stopmafiahukum,PER,2805
2476,musisi anggota dpr ri melly goeslaw menanggapi kondisi sosial politik indonesia baca selengkapnya mellygoeslaw dpr,melly goeslaw,PER,2807
2476,musisi anggota dpr ri melly goeslaw menanggapi kondisi sosial politik indonesia baca selengkapnya mellygoeslaw dpr,mellygoeslaw,PER,2807
2478,youtuber ericko lim hadir aksi unjuk gedung dpr ri rabu baca selengkapnya erickolim unjukrasa dpr,ericko lim,PER,2809
2478,youtuber ericko lim hadir aksi unjuk gedung dpr ri rabu baca selengkapnya erickolim unjukrasa dpr,erickolim,PER,2809
2479,dasco kumpulkan pimpinan fraksi dpr besok bahas tuntutan rakyat sufmidasco dpr tuntutanrakyat,dasco,PER,2810
2479,dasco kumpulkan pimpinan fraksi dpr besok bahas tuntutan rakyat sufmidasco dpr tuntutanrakyat,sufmidasco,PER,2810
2480,dpr ri terima organisasi mahasiswa pimpinan dpr ri berdialog perwakilan mahasiswa gmni human machine interface kammi bem user interface bem stop it ptkin bem user interface desak pembentukan grup investigasi dugaan makar amplifier usut tuntas kematian ojol affan kurniawan dpr,ojol affan kurniawan,PER,2811
